order,type,src,country,version,category,id_num,id_content,group_detail,shape,data,geojson,unique_labels,file_name,urls,first_page_content,if_宮古海峽,if_遼寧艦,if_山東艦
225,MultiLineString,p20230425_01_r,china,new,ellipse,$267$,⑱4月24日（一）晚間8時左右；中國海軍庫茲涅佐夫級航空母艦「山東」1隻（舷號「17」）、052D旅洋III型導彈驅逐艦2隻（舷號「163」及「173」）、055型刃海級導彈驅逐艦1隻（舷號「106」）、054A江凱II型護衛艦2隻（舷號「536」及「573」）及901型福玉級綜合補給艦（快速戰鬥支援艦）1隻（舷號「905」）等7隻船艦在與那國島（沖繩縣）南方約360公里的海域航行,,ellipse,ship,"{'type': 'MultiLineString', 'coordinates': [[[122.68979253993844, 21.96730908787899], [122.68487377866455, 21.914175217231172], [122.67026694891517, 21.862636856912843], [122.6464158718208, 21.81426258140157], [122.61404525028978, 21.77052618256819], [122.57413864927696, 21.73276140966579], [122.5279086106604, 21.70212086154423], [122.47675981076995, 21.67954035001851], [122.42224638000776, 21.66570989038574], [122.36602468138237, 21.66105226847887], [122.309802982757, 21.66570989038574], [122.25528955199478, 21.67954035001851], [122.20414075210435, 21.70212086154423], [122.1579107134878, 21.73276140966579], [122.11800411247498, 21.77052618256819], [122.08563349094393, 21.81426258140157], [122.06178241384958, 21.862636856912843], [122.04717558410019, 21.914175217231172], [122.04225682282632, 21.96730908787899], [122.04717558410019, 22.020423090555095], [122.06178241384958, 22.071904243405836], [122.08563349094393, 22.120190872213232], [122.11800411247498, 22.163819756813936], [122.1579107134878, 22.201470115902584], [122.20414075210435, 22.23200315062383], [122.25528955199478, 22.254496016720932], [122.309802982757, 22.26826927000754], [122.36602468138237, 22.272907024385603], [122.42224638000776, 22.26826927000754], [122.47675981076995, 22.254496016720932], [122.5279086106604, 22.23200315062383], [122.57413864927696, 22.201470115902584], [122.61404525028978, 22.163819756813936], [122.6464158718208, 22.120190872213232], [122.67026694891517, 22.071904243405836], [122.68487377866455, 22.020423090555095], [122.68979253993844, 21.96730908787899]]]}","['054A江凱II型護衛艦', '庫茲涅佐夫級航空母艦「山東」', '055型刃海級導彈驅逐艦', '901型福玉級綜合補給艦（快速戰鬥支援艦）', '052D旅洋III型導彈驅逐艦']",p20230425_01.pdf,https://www.mod.go.jp/js/pdf/2023/p20230425_01.pdf,令和５年４月２５日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---海上自衛隊は、令和５年４月２４日（月）午後８時頃、中国海軍クズネツォフ級空母「山東」１隻（艦番号「１７」）、ルーヤンⅢ級ミサイル駆逐艦２隻（艦番号「１６３」及び「１７３」）、レンハイ級ミサイル駆逐艦１隻（艦番号「１０６」）、ジャンカイⅡフリゲート２隻（艦番号「５３６」及び「５７３」）及びフユ級高速戦闘支援艦１隻（艦番号「９０５」）の計７隻が、与那国島（沖縄県）の南約３６０ｋｍの海域を航行していることを確認した。その後、これらの艦艇が、南シナ海へ向けて航行したことを確認した。また、同日、中国海軍クズネツォフ級空母「山東」の艦載戦闘機及び艦載ヘリの発着艦を確認した。これにより、４月７日（金）から２４日（月）までに確認した発着艦の実績は、計約６２０回となった。防衛省・自衛隊は、海上自衛隊第５護衛隊所属「あけぼの」（佐世保）により、情報収集・警戒監視を行った。また、艦載戦闘機の発着艦に対し、航空自衛隊の戦闘機を緊急発進させる等を行い対応した。------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,山東艦
226,LineString,p20230425_01_r,china,new,arrow,$268$,隨後，確認這些艦艇已經朝向南海航行（按：未明確說明完整船艦清單，僅以山東艦代表）,,arrow,ship,"{'type': 'LineString', 'coordinates': [[122.85167646921647, 21.436836759379634], [120.68492233887973, 21.022907120084128]]}",['054A江凱II型護衛艦'],p20230425_01.pdf,https://www.mod.go.jp/js/pdf/2023/p20230425_01.pdf,令和５年４月２５日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---海上自衛隊は、令和５年４月２４日（月）午後８時頃、中国海軍クズネツォフ級空母「山東」１隻（艦番号「１７」）、ルーヤンⅢ級ミサイル駆逐艦２隻（艦番号「１６３」及び「１７３」）、レンハイ級ミサイル駆逐艦１隻（艦番号「１０６」）、ジャンカイⅡフリゲート２隻（艦番号「５３６」及び「５７３」）及びフユ級高速戦闘支援艦１隻（艦番号「９０５」）の計７隻が、与那国島（沖縄県）の南約３６０ｋｍの海域を航行していることを確認した。その後、これらの艦艇が、南シナ海へ向けて航行したことを確認した。また、同日、中国海軍クズネツォフ級空母「山東」の艦載戦闘機及び艦載ヘリの発着艦を確認した。これにより、４月７日（金）から２４日（月）までに確認した発着艦の実績は、計約６２０回となった。防衛省・自衛隊は、海上自衛隊第５護衛隊所属「あけぼの」（佐世保）により、情報収集・警戒監視を行った。また、艦載戦闘機の発着艦に対し、航空自衛隊の戦闘機を緊急発進させる等を行い対応した。------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,山東艦
227,LineString,p20230425_01_r,china,sum,arrow,$270$,4/7~4/24。庫茲涅佐夫級航空母艦「山東」（17）（有多艘船艦，僅以山東號代表）,,arrow,ship,"{'type': 'LineString', 'coordinates': [[125.55389282716517, 20.797718647227402], [125.55389282716517, 20.048648812600003], [125.34219845810927, 22.601267314981918], [124.59504186144143, 22.601267314981918], [125.34219845810927, 21.884919840757775], [125.34219845810927, 23.31390579364629], [127.6832891276685, 18.684138794420697], [131.40661950106326, 17.35699680015484], [138.06876582135152, 17.441746483355544], [137.8321662324067, 15.605122636672487], [135.98917996062605, 16.227382351368195], [133.4737527518443, 15.910392685403558], [128.99081317183726, 16.79910288358059], [130.3979580955617, 17.502257878857776], [126.47538596305552, 16.969073025497636], [125.55389282716517, 18.575933426786474], [125.55389282716517, 19.3199361123503], [122.39092990127129, 21.94377417019929]]}",['庫茲涅佐夫級航空母艦「山東」'],p20230425_01.pdf,https://www.mod.go.jp/js/pdf/2023/p20230425_01.pdf,令和５年４月２５日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---海上自衛隊は、令和５年４月２４日（月）午後８時頃、中国海軍クズネツォフ級空母「山東」１隻（艦番号「１７」）、ルーヤンⅢ級ミサイル駆逐艦２隻（艦番号「１６３」及び「１７３」）、レンハイ級ミサイル駆逐艦１隻（艦番号「１０６」）、ジャンカイⅡフリゲート２隻（艦番号「５３６」及び「５７３」）及びフユ級高速戦闘支援艦１隻（艦番号「９０５」）の計７隻が、与那国島（沖縄県）の南約３６０ｋｍの海域を航行していることを確認した。その後、これらの艦艇が、南シナ海へ向けて航行したことを確認した。また、同日、中国海軍クズネツォフ級空母「山東」の艦載戦闘機及び艦載ヘリの発着艦を確認した。これにより、４月７日（金）から２４日（月）までに確認した発着艦の実績は、計約６２０回となった。防衛省・自衛隊は、海上自衛隊第５護衛隊所属「あけぼの」（佐世保）により、情報収集・警戒監視を行った。また、艦載戦闘機の発着艦に対し、航空自衛隊の戦闘機を緊急発進させる等を行い対応した。------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,山東艦
228,LineString,p20230428_01,china,new,arrow,$166$,推定中國無人機×1機（推定）,,arrow,flight,"{'type': 'LineString', 'coordinates': [[122.18305084745761, 21.99370658753154], [122.18305084745761, 22.99705801393806], [122.50847457627117, 25.429620545483353], [122.50847457627117, 26.004445538633817], [121.34915254237285, 26.26646678244925]]}",['推定中國無人機'],p20230428_01.pdf,https://www.mod.go.jp/js/pdf/2023/p20230428_01.pdf,------令和５年４月２８日統合幕僚監部---（お知らせ）推定中国機の動向について---令和５年４月２７日（木）午後、推定中国無人機１機（推定）が太平洋から飛来し、与那国島と台湾との間を通過し、東シナ海に至ったことを確認した。これに対し、航空自衛隊の南西航空方面隊の戦闘機を緊急発進させ対応した。------------------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
229,MultiLineString,p20230501_01_r_cropped_resized,china,new,arrow,$95$,4/29_815型東調級電子偵察船（舷號「796」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[126.38971353389154, 31.994550658376586], [127.51329801563219, 33.07346715900833]], [[129.3899231606671, 34.93735021044636], [130.6688969856272, 35.97006635358458]]]}",['815型東調級電子偵察船'],p20230501_01.pdf,https://www.mod.go.jp/js/pdf/2023/p20230501_01.pdf,------令和５年５月１日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---４月２９日（土）午前８時頃、海上自衛隊は、五島列島（長崎県）の南西約１８０ｋｍの海域において、同海域を北東進する中国海軍ドンディアオ級情報収集艦１隻（艦番号「７９６」）を確認した。その後、当該艦艇が対馬海峡を北東進し、日本海へ向けて航行したことを確認した。防衛省・自衛隊は、海上自衛隊佐世保警備隊所属「あまくさ」（佐世保）及び第４航空群所属「Ｐ－１」（厚木）により、警戒監視・情報収集を行った。------------------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
230,MultiLineString,p20230501_02_r_cropped_resized,china,new,arrow,$96$,4/29_054A江凱II型護衛艦（舷號「532」）、052D旅洋III型導彈驅逐艦（舷號「156」）、903型福池級綜合補給艦（舷號「886」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[124.83582010169705, 27.78608074594515], [125.8996394514302, 26.369748634861846]], [[126.15065300586161, 25.800412012063383], [127.13080117078431, 24.337903032832003]]]}","['052D旅洋III型導彈驅逐艦', '903型福池級綜合補給艦', '054A江凱II型護衛艦']",p20230501_02.pdf,https://www.mod.go.jp/js/pdf/2023/p20230501_02.pdf,令和５年５月１日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和５年４月２９日（土）午後２時頃、海上自衛隊は、宮古島（沖縄県）の北東約１４０ｋｍの海域において、同海域を南東進する中国海軍ジャンカイⅡ級フリゲート１隻（艦番号「５３２」）を確認した。また、同日午後５時頃、海上自衛隊は、宮古島の北東約１３０ｋｍの海域において、同海域を南東進する中国海軍ルーヤンⅢ級ミサイル駆逐艦１隻（艦番号「１５６」）及びフチ級補給艦１隻（艦番号「８８６」）の計２隻を確認した。その後、これらの艦艇が沖縄本島と宮古島との間の海域を南東進し、太平洋に向けて航行したことを確認した。防衛省・自衛隊は、海上自衛隊第５航空群所属「Ｐ－３Ｃ」（那覇）及び第４３掃海隊所属「とよしま」（下関）により、警戒監視・情報収集を行った。------------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,宮古海峽,,
231,MultiLineString,p20230501_03_r_cropped_resized,china,new,arrow,$97$,4/30_052D旅洋III型導彈驅逐艦（舷號「119」及「121」）、903型福池級綜合補給艦（舷號「889」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[126.77221037873942, 33.003281044879095], [127.99141907169204, 33.93116958539168]], [[129.61703066229552, 35.172332228884024], [130.2983531671808, 35.87320750330361]]]}","['052D旅洋III型導彈驅逐艦', '903型福池級綜合補給艦']",p20230501_03.pdf,https://www.mod.go.jp/js/pdf/2023/p20230501_03.pdf,------令和５年５月１日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---４月３０日（日）午前０時頃、海上自衛隊は、五島列島（長崎県）の西約１３０ｋｍの海域において、同海域を北東進する中国海軍レンハイ級ミサイル駆逐艦１隻（艦番号「１０２」）、ルーヤンⅢ級ミサイル駆逐艦２隻（「艦番号「１１９」及び「１２１」）、ジャンカイⅡ級フリゲート１隻（艦番号「５４２」）及びフチ級補給艦１隻（艦番号「８８９」）の計５隻を確認した。その後、これらの艦艇が対馬海峡を北東進し、日本海へ向けて航行したことを確認した。防衛省・自衛隊は、海上自衛隊佐世保警備隊所属「あまくさ」（佐世保）、第２掃海隊所属「やくしま」（佐世保）及び第１航空群所属「Ｐ－１」（鹿屋）により、警戒監視・情報収集を行った。---------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
232,MultiLineString,p20230501_03_r_cropped_resized,china,new,arrow,$98$,4/30_055型刃海級導彈驅逐艦（舷號「102」）、054A江凱II型護衛艦（舷號「542」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[127.23837840839778, 32.560834010455395], [128.35000986373691, 33.36364153520434]], [[129.95171540153743, 34.64267348144373], [130.63303790642271, 35.32861082500515]]]}","['055型刃海級導彈驅逐艦', '054A江凱II型護衛艦']",p20230501_03.pdf,https://www.mod.go.jp/js/pdf/2023/p20230501_03.pdf,------令和５年５月１日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---４月３０日（日）午前０時頃、海上自衛隊は、五島列島（長崎県）の西約１３０ｋｍの海域において、同海域を北東進する中国海軍レンハイ級ミサイル駆逐艦１隻（艦番号「１０２」）、ルーヤンⅢ級ミサイル駆逐艦２隻（「艦番号「１１９」及び「１２１」）、ジャンカイⅡ級フリゲート１隻（艦番号「５４２」）及びフチ級補給艦１隻（艦番号「８８９」）の計５隻を確認した。その後、これらの艦艇が対馬海峡を北東進し、日本海へ向けて航行したことを確認した。防衛省・自衛隊は、海上自衛隊佐世保警備隊所属「あまくさ」（佐世保）、第２掃海隊所属「やくしま」（佐世保）及び第１航空群所属「Ｐ－１」（鹿屋）により、警戒監視・情報収集を行った。---------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
233,MultiLineString,p20230502_01,china,new,arrow,$167$,推定中國無人機×1機（推定）,,arrow,flight,"{'type': 'MultiLineString', 'coordinates': [[[122.04411764705883, 26.53451295166532], [122.72794117647055, 25.571400200978374], [122.41176470588233, 24.378441067171504], [122.55147058823526, 24.162759385256905], [122.61029411764704, 23.912922765615452], [122.63970588235293, 23.77090805551924], [122.63970588235293, 23.533872316591456], [122.61029411764704, 23.010892328563145], [122.38235294117644, 22.901964580243327], [122.41176470588233, 23.466069090850763], [122.44117647058822, 23.560983831708448]], [[122.44117647058822, 23.560983831708448], [122.68382352941175, 23.65583005597969], [122.72794117647055, 23.709997054918993], [122.70588235294117, 23.784439964000608], [122.66176470588233, 23.818263572194173], [122.57352941176468, 23.818263572194173], [122.38970588235294, 23.71676634992466]], [[122.44117647058822, 23.560983831708448], [122.38235294117644, 23.608415521579605], [122.35294117647058, 23.65583005597969], [122.38970588235294, 23.71676634992466]], [[122.38970588235294, 23.71676634992466], [122.30882352941175, 23.669373911127977], [122.26470588235293, 22.526859675097928]]]}",['推定中國無人機'],p20230502_01.pdf,https://www.mod.go.jp/js/pdf/2023/p20230502_01.pdf,------令和５年５月２日統合幕僚監部---（お知らせ）推定中国機の動向について---令和５年５月２日（火）午前から午後にかけて、推定中国無人機１機（推定）が東シナ海から飛来し、与那国島と台湾との間を通過して太平洋に至り、台湾東の太平洋上を飛行した後、バシー海峡方面へ飛行したことを確認した。これに対し、航空自衛隊の南西航空方面隊の戦闘機を緊急発進させ対応した。---------------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
234,MultiLineString,p20230508_01_r_cropped_resized,china,old,arrow,$99$,4/29_815型東調級電子偵察船（舷號「796」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[126.38971353389154, 32.00469381449448], [127.54915709483669, 33.07346715900833]], [[129.3899231606671, 34.94715462175531], [130.6449909328242, 35.97974571292383]]]}",['815型東調級電子偵察船'],p20230508_01.pdf,https://www.mod.go.jp/js/pdf/2023/p20230508_01.pdf,令和５年５月８日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和５年５月５日（金）午後４時頃、海上自衛隊は、竜飛岬（青森県）の南西約３０ｋｍの海域において、同海域を北東進する中国海軍ドンディアオ級情報収集艦（艦番号「７９６」）を確認した。その後、当該艦艇が津軽海峡を北東進し、太平洋へ向けて航行したことを確認した。なお、当該艦艇は、４月２９日（土）に対馬海峡を北東進したものと同一である。防衛省・自衛隊は、海上自衛隊第２航空群所属「Ｐ－３Ｃ」（八戸）及び第４５掃海隊所属「あおしま」（函館）により、警戒監視・情報収集を行った。---------------------（問合せ先）統合幕僚監部副報道官小寺２佐電話：０３－５３６６－３１１１（内線３００５２）統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
235,MultiLineString,p20230508_01_r_cropped_resized,china,new,arrow,$100$,5/5_815型東調級電子偵察船（舷號「796」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[138.10367940735784, 40.4412307368172], [139.56194862834036, 41.066388436702034]], [[141.41466772057228, 41.66779189904795], [142.6338764135249, 41.66779189904795]]]}",['815型東調級電子偵察船'],p20230508_01.pdf,https://www.mod.go.jp/js/pdf/2023/p20230508_01.pdf,令和５年５月８日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和５年５月５日（金）午後４時頃、海上自衛隊は、竜飛岬（青森県）の南西約３０ｋｍの海域において、同海域を北東進する中国海軍ドンディアオ級情報収集艦（艦番号「７９６」）を確認した。その後、当該艦艇が津軽海峡を北東進し、太平洋へ向けて航行したことを確認した。なお、当該艦艇は、４月２９日（土）に対馬海峡を北東進したものと同一である。防衛省・自衛隊は、海上自衛隊第２航空群所属「Ｐ－３Ｃ」（八戸）及び第４５掃海隊所属「あおしま」（函館）により、警戒監視・情報収集を行った。---------------------（問合せ先）統合幕僚監部副報道官小寺２佐電話：０３－５３６６－３１１１（内線３００５２）統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
236,MultiLineString,p20230508_02_r_cropped_resized,china,new,arrow,$101$,5/5～6_052D旅洋III型導彈驅逐艦（舷號「119」及「121」）、903型福池級綜合補給艦（舷號「889」）、055型刃海級導彈驅逐艦（舷號「102」）、054A江凱II型護衛艦（舷號「542」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[138.74914283303863, 45.29376503383757], [139.96835152599124, 46.062562347708244]], [[141.9525539086396, 45.7296005652438], [143.61402457844758, 45.7296005652438]]]}","['052D旅洋III型導彈驅逐艦', '903型福池級綜合補給艦', '055型刃海級導彈驅逐艦', '054A江凱II型護衛艦']",p20230508_02.pdf,https://www.mod.go.jp/js/pdf/2023/p20230508_02.pdf,------令和５年５月８日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和５年５月５日（金）午後８時頃、海上自衛隊は、礼文島（北海道）の北西約４０ｋｍの海域において、同海域を北東進する中国海軍ルーヤンⅢ級ミサイル駆逐艦２隻（「艦番号「１１９」及び「１２１」）及びフチ級補給艦１隻（艦番号「８８９」）の計３隻を確認した。また、同月６日（土）午前０時頃、海上自衛隊は、礼文島の北西約４０ｋｍの海域において、同海域を北東進するレンハイ級ミサイル駆逐艦（艦番号「１０２」）及びジャンカイⅡ級フリゲート（艦番号「５４２」）の計２隻を確認した。その後、これらの艦艇が宗谷海峡を東進したことを確認した。なお、これらの艦艇は、４月３０日（日）に対馬海峡を北東進したものと同一である。防衛省・自衛隊は、海上自衛隊第１ミサイル艇隊所属「わかたか」（余市）及び第２航空群所属「Ｐ－３Ｃ」（八戸）により、警戒監視・情報収集を行った。---------（問合せ先）統合幕僚監部副報道官小寺２佐電話：０３－５３６６－３１１１（内線３００５２）統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
237,MultiLineString,p20230508_02_r_cropped_resized,china,old,arrow,$102$,4/30_052D旅洋III型導彈驅逐艦（舷號「119」及「121」）、903型福池級綜合補給艦（舷號「889」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[126.78416340514092, 33.003281044879095], [128.01532512449504, 33.921245241487966]], [[129.62898368869702, 35.18210846455653], [130.3342122463853, 35.8828987255599]]]}","['052D旅洋III型導彈驅逐艦', '903型福池級綜合補給艦']",p20230508_02.pdf,https://www.mod.go.jp/js/pdf/2023/p20230508_02.pdf,------令和５年５月８日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和５年５月５日（金）午後８時頃、海上自衛隊は、礼文島（北海道）の北西約４０ｋｍの海域において、同海域を北東進する中国海軍ルーヤンⅢ級ミサイル駆逐艦２隻（「艦番号「１１９」及び「１２１」）及びフチ級補給艦１隻（艦番号「８８９」）の計３隻を確認した。また、同月６日（土）午前０時頃、海上自衛隊は、礼文島の北西約４０ｋｍの海域において、同海域を北東進するレンハイ級ミサイル駆逐艦（艦番号「１０２」）及びジャンカイⅡ級フリゲート（艦番号「５４２」）の計２隻を確認した。その後、これらの艦艇が宗谷海峡を東進したことを確認した。なお、これらの艦艇は、４月３０日（日）に対馬海峡を北東進したものと同一である。防衛省・自衛隊は、海上自衛隊第１ミサイル艇隊所属「わかたか」（余市）及び第２航空群所属「Ｐ－３Ｃ」（八戸）により、警戒監視・情報収集を行った。---------（問合せ先）統合幕僚監部副報道官小寺２佐電話：０３－５３６６－３１１１（内線３００５２）統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
238,MultiLineString,p20230508_02_r_cropped_resized,china,old,arrow,$103$,4/30_055型刃海級導彈驅逐艦（舷號「102」）、054A江凱II型護衛艦（舷號「542」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[127.25033143479926, 32.560834010455395], [128.36196289013844, 33.37363037025221]], [[129.97562145434043, 34.63283280217679], [130.6449909328242, 35.338368230955325]]]}","['055型刃海級導彈驅逐艦', '054A江凱II型護衛艦']",p20230508_02.pdf,https://www.mod.go.jp/js/pdf/2023/p20230508_02.pdf,------令和５年５月８日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和５年５月５日（金）午後８時頃、海上自衛隊は、礼文島（北海道）の北西約４０ｋｍの海域において、同海域を北東進する中国海軍ルーヤンⅢ級ミサイル駆逐艦２隻（「艦番号「１１９」及び「１２１」）及びフチ級補給艦１隻（艦番号「８８９」）の計３隻を確認した。また、同月６日（土）午前０時頃、海上自衛隊は、礼文島の北西約４０ｋｍの海域において、同海域を北東進するレンハイ級ミサイル駆逐艦（艦番号「１０２」）及びジャンカイⅡ級フリゲート（艦番号「５４２」）の計２隻を確認した。その後、これらの艦艇が宗谷海峡を東進したことを確認した。なお、これらの艦艇は、４月３０日（日）に対馬海峡を北東進したものと同一である。防衛省・自衛隊は、海上自衛隊第１ミサイル艇隊所属「わかたか」（余市）及び第２航空群所属「Ｐ－３Ｃ」（八戸）により、警戒監視・情報収集を行った。---------（問合せ先）統合幕僚監部副報道官小寺２佐電話：０３－５３６６－３１１１（内線３００５２）統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
239,MultiLineString,p20230509_01_r_cropped_resized,china,new,arrow,$104$,5/3_054A江凱II型護衛艦（舷號「530」）、052D旅洋III型導彈驅逐艦（舷號「133」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[122.36154363658733, 25.85424108892316], [122.37349666298881, 23.934052086750143]], [[123.17434943188907, 26.79759093138583], [122.61255719101874, 26.047822683171738]]]}","['052D旅洋III型導彈驅逐艦', '054A江凱II型護衛艦']",p20230509_01.pdf,https://www.mod.go.jp/js/pdf/2023/p20230509_01.pdf,------令和５年５月９日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和５年５月３日（水）午前５時頃、海上自衛隊は、魚釣島（沖縄県）の北西約８０ｋｍの海域において、同海域を南西進する中国海軍ジャンカイⅡ級フリゲート１隻（艦番号「５３０」）及びルーヤンⅢ級ミサイル駆逐艦１隻（艦番号「１３３」）の計２隻を確認した。その後、これらの艦艇が魚釣島の西約８０ｋｍの海域及び与那国島（沖縄県）と台湾との間の海域を南下した後、同月８日（月）に大隅海峡を西進し、東シナ海へ向けて航行したことを確認した。防衛省・自衛隊は、海上自衛隊第１３護衛隊所属「さわぎり」（佐世保）、第１海上補給隊所属「はまな」（佐世保）、第５航空群所属「Ｐ－３Ｃ」（那覇）及び第４航空群所属「Ｐ－１」（厚木）により、警戒監視・情報収集を行った。------------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
240,MultiLineString,p20230509_01_r_cropped_resized,china,new,arrow,$105$,5/8_054A江凱II型護衛艦（舷號「530」）、052D旅洋III型導彈驅逐艦（舷號「133」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[129.60507763589402, 30.4089214458981], [128.46954012775188, 30.398605713071216]], [[132.8921598963055, 31.077096264704476], [131.72076330895885, 31.077096264704476]]]}","['052D旅洋III型導彈驅逐艦', '054A江凱II型護衛艦']",p20230509_01.pdf,https://www.mod.go.jp/js/pdf/2023/p20230509_01.pdf,------令和５年５月９日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和５年５月３日（水）午前５時頃、海上自衛隊は、魚釣島（沖縄県）の北西約８０ｋｍの海域において、同海域を南西進する中国海軍ジャンカイⅡ級フリゲート１隻（艦番号「５３０」）及びルーヤンⅢ級ミサイル駆逐艦１隻（艦番号「１３３」）の計２隻を確認した。その後、これらの艦艇が魚釣島の西約８０ｋｍの海域及び与那国島（沖縄県）と台湾との間の海域を南下した後、同月８日（月）に大隅海峡を西進し、東シナ海へ向けて航行したことを確認した。防衛省・自衛隊は、海上自衛隊第１３護衛隊所属「さわぎり」（佐世保）、第１海上補給隊所属「はまな」（佐世保）、第５航空群所属「Ｐ－３Ｃ」（那覇）及び第４航空群所属「Ｐ－１」（厚木）により、警戒監視・情報収集を行った。------------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
241,MultiLineString,p20230509_03_r_cropped_resized,china,old,arrow,$106$,5/5_815型東調級電子偵察船（舷號「796」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[138.11563243375932, 40.41391670108333], [139.56194862834036, 41.05737018136671]], [[141.42662074697378, 41.64992008295687], [142.6219233871234, 41.64992008295687]]]}",['815型東調級電子偵察船'],p20230509_03.pdf,https://www.mod.go.jp/js/pdf/2023/p20230509_03.pdf,令和５年５月９日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和５年５月８日（月）午後２時頃、海上自衛隊は、伊豆諸島の須美寿島（東京都）の南東約６０ｋｍの海域において、同海域を南西進する中国海軍ドンディアオ級情報収集艦１隻（艦番号「７９６」）を確認した。その後、当該艦艇が、須美寿島と鳥島（東京都）との間の海域を南西進したことを確認した。なお、当該艦艇は、４月２９日（土）に対馬海峡を北東進した後、５月５日（金）に津軽海峡を北東進したものと同一である。防衛省・自衛隊は、海上自衛隊第４航空群所属「Ｐ－１」（厚木）により、警戒監視・情報収集を行った。---------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
242,MultiLineString,p20230509_03_r_cropped_resized,china,old,arrow,$107$,4/29_815型東調級電子偵察船（舷號「796」）,,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[126.40166656029305, 32.00469381449448], [127.51329801563219, 33.07346715900833]], [[129.3779701342656, 34.93735021044636], [130.68085001202869, 35.98942388525006]]]}",['815型東調級電子偵察船'],p20230509_03.pdf,https://www.mod.go.jp/js/pdf/2023/p20230509_03.pdf,令和５年５月９日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和５年５月８日（月）午後２時頃、海上自衛隊は、伊豆諸島の須美寿島（東京都）の南東約６０ｋｍの海域において、同海域を南西進する中国海軍ドンディアオ級情報収集艦１隻（艦番号「７９６」）を確認した。その後、当該艦艇が、須美寿島と鳥島（東京都）との間の海域を南西進したことを確認した。なお、当該艦艇は、４月２９日（土）に対馬海峡を北東進した後、５月５日（金）に津軽海峡を北東進したものと同一である。防衛省・自衛隊は、海上自衛隊第４航空群所属「Ｐ－１」（厚木）により、警戒監視・情報収集を行った。---------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
